V1,annots
isogroup20891,isogroup20891|blue kME=0.59|Associations:(R2=+0.49) response latency.
isogroup36903,isogroup36903|blue kME=0.59|Associations:(R2=+0.49) response latency.
isogroup7437,isogroup7437|blue kME=0.59|Associations:(R2=+0.49) response latency.
isogroup35049,isogroup35049|blue kME=0.59|Associations:(R2=+0.49) response latency.
isogroup27993,isogroup27993|blue kME=0.59|Associations:(R2=+0.49) response latency.
isogroup23451,isogroup23451|blue kME=0.59|Associations:(R2=+0.49) response latency.
isogroup11009,isogroup11009|blue kME=0.59|Associations:(R2=+0.49) response latency.
isogroup32736,isogroup32736|blue kME=0.59|Associations:(R2=+0.49) response latency.
isogroup25866,isogroup25866|blue kME=0.59|Associations:(R2=+0.49) response latency.
isogroup28961,isogroup28961|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup15499,isogroup15499|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup34845,isogroup34845|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup14909,isogroup14909|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup15058,isogroup15058|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup14740,isogroup14740|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup28154,isogroup28154|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup7865,isogroup7865|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup23785,isogroup23785|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup32758,isogroup32758|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup32117,isogroup32117|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup29942,isogroup29942|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup34986,isogroup34986|blue kME=0.58|Associations:(R2=+0.49) response latency.
isogroup29460,isogroup29460|blue kME=0.57|Associations:(R2=+0.49) response latency.
isogroup26707,isogroup26707|blue kME=0.57|Associations:(R2=+0.49) response latency.
isogroup24637,isogroup24637|blue kME=0.57|Associations:(R2=+0.49) response latency.
isogroup36000,isogroup36000|blue kME=0.57|Associations:(R2=+0.49) response latency.
isogroup23809,isogroup23809|blue kME=0.57|Associations:(R2=+0.49) response latency.
isogroup30929,isogroup30929|blue kME=0.57|Associations:(R2=+0.49) response latency.
isogroup18579,isogroup18579|blue kME=0.57|Associations:(R2=+0.49) response latency.
isogroup23750,isogroup23750|blue kME=0.57|Associations:(R2=+0.49) response latency.
isogroup31122,isogroup31122|blue kME=0.57|Associations:(R2=+0.49) response latency.
isogroup7266,isogroup7266|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup29663,isogroup29663|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup19913,isogroup19913|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup24871,isogroup24871|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup30796,isogroup30796|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup15187,isogroup15187|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup1934,isogroup1934|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup13274,isogroup13274|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup22949,isogroup22949|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup3741,isogroup3741|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup23847,isogroup23847|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup22421,isogroup22421|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup31995,isogroup31995|blue kME=0.56|Associations:(R2=+0.49) response latency.
isogroup2090,isogroup2090|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup35412,isogroup35412|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup36470,isogroup36470|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup36233,isogroup36233|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup15445,isogroup15445|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup18986,isogroup18986|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup10752,isogroup10752|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup4003,isogroup4003|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup22601,isogroup22601|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup21683,isogroup21683|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup18742,isogroup18742|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup34471,isogroup34471|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup36909,isogroup36909|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup1630,isogroup1630|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup30129,isogroup30129|blue kME=0.55|Associations:(R2=+0.49) response latency.
isogroup13864,isogroup13864|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup4247,isogroup4247|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup32866,isogroup32866|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup32699,isogroup32699|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup20305,isogroup20305|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup32712,isogroup32712|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup23500,isogroup23500|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup27775,isogroup27775|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup22290,isogroup22290|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup32149,isogroup32149|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup6799,isogroup6799|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup20500,isogroup20500|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup20295,isogroup20295|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup32356,isogroup32356|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup21507,isogroup21507|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup12362,isogroup12362|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup10360,isogroup10360|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup5694,isogroup5694|blue kME=0.54|Associations:(R2=+0.49) response latency.
isogroup28529,isogroup28529|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup28724,isogroup28724|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup23407,isogroup23407|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup23452,isogroup23452|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup20849,isogroup20849|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup35627,isogroup35627|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup25600,isogroup25600|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup23424,isogroup23424|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup16183,isogroup16183|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup33176,isogroup33176|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup32459,isogroup32459|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup471,isogroup471|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup28674,isogroup28674|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup15965,isogroup15965|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup18945,isogroup18945|blue kME=0.53|Associations:(R2=+0.49) response latency.
isogroup12259,isogroup12259|blue kME=0.52|Associations:(R2=+0.49) response latency.
isogroup15653,isogroup15653|blue kME=0.52|Associations:(R2=+0.49) response latency.
isogroup26262,isogroup26262|blue kME=0.52|Associations:(R2=+0.49) response latency.
isogroup31453,isogroup31453|blue kME=0.52|Associations:(R2=+0.49) response latency.
isogroup32306,isogroup32306|blue kME=0.52|Associations:(R2=+0.49) response latency.
isogroup32007,isogroup32007|blue kME=0.52|Associations:(R2=+0.49) response latency.
isogroup34255,isogroup34255|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup18513,isogroup18513|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup1208,isogroup1208|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup34358,isogroup34358|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup25309,isogroup25309|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup24737,isogroup24737|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup26051,isogroup26051|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup27014,isogroup27014|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup33704,isogroup33704|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup26149,isogroup26149|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup14682,isogroup14682|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup33101,isogroup33101|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup33925,isogroup33925|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup13557,isogroup13557|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup17479,isogroup17479|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup27401,isogroup27401|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup32855,isogroup32855|blue kME=0.51|Associations:(R2=+0.49) response latency.
isogroup30967,isogroup30967|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup22366,isogroup22366|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup10559,isogroup10559|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup13480,isogroup13480|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup10792,isogroup10792|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup29880,isogroup29880|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup33781,isogroup33781|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup25592,isogroup25592|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup2755,isogroup2755|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup31779,isogroup31779|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup20769,isogroup20769|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup28312,isogroup28312|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup9712,isogroup9712|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup1738,isogroup1738|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup16835,isogroup16835|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup91,isogroup91|blue kME=0.5|Associations:(R2=+0.49) response latency.
isogroup732,isogroup732|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup14508,isogroup14508|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup2084,isogroup2084|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup2203,isogroup2203|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup29079,isogroup29079|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup22806,isogroup22806|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup31324,isogroup31324|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup19608,isogroup19608|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup30359,isogroup30359|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup30560,isogroup30560|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup20554,isogroup20554|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup17786,isogroup17786|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup31597,isogroup31597|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup21415,isogroup21415|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup27847,isogroup27847|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup23807,isogroup23807|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup20547,isogroup20547|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup12970,isogroup12970|blue kME=0.49|Associations:(R2=+0.49) response latency.
isogroup7566,isogroup7566|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup22022,isogroup22022|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup18813,isogroup18813|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup30908,isogroup30908|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup18329,isogroup18329|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup28820,isogroup28820|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup2418,isogroup2418|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup11552,isogroup11552|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup7517,isogroup7517|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup20532,isogroup20532|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup18835,isogroup18835|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup27106,isogroup27106|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup15817,isogroup15817|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup16224,isogroup16224|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup32573,isogroup32573|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup24193,isogroup24193|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup6011,isogroup6011|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup10379,isogroup10379|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup7384,isogroup7384|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup33692,isogroup33692|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup29290,isogroup29290|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup24017,isogroup24017|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup36359,isogroup36359|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup32952,isogroup32952|blue kME=0.48|Associations:(R2=+0.49) response latency.
isogroup25726,isogroup25726|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup33618,isogroup33618|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup33803,isogroup33803|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup22491,isogroup22491|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup32745,isogroup32745|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup27255,isogroup27255|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup30079,isogroup30079|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup29330,isogroup29330|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup30716,isogroup30716|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup20010,isogroup20010|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup34519,isogroup34519|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup3840,isogroup3840|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup9057,isogroup9057|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup106,isogroup106|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup286,isogroup286|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup24849,isogroup24849|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup5851,isogroup5851|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup8497,isogroup8497|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup27903,isogroup27903|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup24675,isogroup24675|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup26914,isogroup26914|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup356,isogroup356|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup5956,isogroup5956|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup2673,isogroup2673|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup32509,isogroup32509|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup28311,isogroup28311|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup36623,isogroup36623|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup19242,isogroup19242|blue kME=0.47|Associations:(R2=+0.49) response latency.
isogroup26047,isogroup26047|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup32191,isogroup32191|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup29722,isogroup29722|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup10187,isogroup10187|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup15082,isogroup15082|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup28954,isogroup28954|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup11639,isogroup11639|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup4874,isogroup4874|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup28441,isogroup28441|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup29204,isogroup29204|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup25244,isogroup25244|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup19118,isogroup19118|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup22665,isogroup22665|blue kME=0.46|Associations:(R2=+0.49) response latency.
isogroup841,isogroup841|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup30346,isogroup30346|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup19555,isogroup19555|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup30969,isogroup30969|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup31323,isogroup31323|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup21138,isogroup21138|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup28353,isogroup28353|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup12469,isogroup12469|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup31926,isogroup31926|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup34035,isogroup34035|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup1880,isogroup1880|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup29250,isogroup29250|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup33715,isogroup33715|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup30542,isogroup30542|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup30916,isogroup30916|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup36568,isogroup36568|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup10958,isogroup10958|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup21816,isogroup21816|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup20933,isogroup20933|blue kME=0.45|Associations:(R2=+0.49) response latency.
isogroup26774,isogroup26774|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup16152,isogroup16152|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup33593,isogroup33593|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup21087,isogroup21087|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup17755,isogroup17755|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup21992,isogroup21992|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup15015,isogroup15015|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup15003,isogroup15003|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup33826,isogroup33826|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup13005,isogroup13005|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup15397,isogroup15397|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup29369,isogroup29369|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup32771,isogroup32771|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup29174,isogroup29174|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup31752,isogroup31752|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup7691,isogroup7691|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup5192,isogroup5192|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup1634,isogroup1634|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup22149,isogroup22149|blue kME=0.44|Associations:(R2=+0.49) response latency.
isogroup21805,isogroup21805|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup8427,isogroup8427|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup24077,isogroup24077|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup12760,isogroup12760|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup35233,isogroup35233|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup23310,isogroup23310|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup32202,isogroup32202|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup19701,isogroup19701|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup15693,isogroup15693|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup25172,isogroup25172|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup24584,isogroup24584|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup6607,isogroup6607|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup9500,isogroup9500|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup14917,isogroup14917|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup19937,isogroup19937|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup13797,isogroup13797|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup32675,isogroup32675|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup29565,isogroup29565|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup32132,isogroup32132|blue kME=0.43|Associations:(R2=+0.49) response latency.
isogroup16145,isogroup16145|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup17852,isogroup17852|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup32681,isogroup32681|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup21273,isogroup21273|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup5315,isogroup5315|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup26188,isogroup26188|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup11066,isogroup11066|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup35720,isogroup35720|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup34977,isogroup34977|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup9512,isogroup9512|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup27825,isogroup27825|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup27536,isogroup27536|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup18139,isogroup18139|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup29802,isogroup29802|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup26490,isogroup26490|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup29001,isogroup29001|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup28230,isogroup28230|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup28128,isogroup28128|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup32404,isogroup32404|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup28847,isogroup28847|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup14519,isogroup14519|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup22173,isogroup22173|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup27354,isogroup27354|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup6212,isogroup6212|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup33219,isogroup33219|blue kME=0.42|Associations:(R2=+0.49) response latency.
isogroup10210,isogroup10210|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup33228,isogroup33228|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup27701,isogroup27701|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup25586,isogroup25586|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup37047,isogroup37047|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup31999,isogroup31999|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup16433,isogroup16433|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup26057,isogroup26057|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup21761,isogroup21761|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup31247,isogroup31247|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup10395,isogroup10395|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup32839,isogroup32839|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup18024,isogroup18024|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup13303,isogroup13303|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup262,isogroup262|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup14214,isogroup14214|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup27946,isogroup27946|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup32888,isogroup32888|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup30940,isogroup30940|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup18041,isogroup18041|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup18017,isogroup18017|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup22884,isogroup22884|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup1259,isogroup1259|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup29693,isogroup29693|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup8215,isogroup8215|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup22599,isogroup22599|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup29378,isogroup29378|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup8048,isogroup8048|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup24711,isogroup24711|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup8975,isogroup8975|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup32768,isogroup32768|blue kME=0.41|Associations:(R2=+0.49) response latency.
isogroup11439,isogroup11439|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup22898,isogroup22898|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup29453,isogroup29453|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup22031,isogroup22031|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup26083,isogroup26083|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup22864,isogroup22864|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup31670,isogroup31670|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup24269,isogroup24269|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup30651,isogroup30651|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup6630,isogroup6630|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup20371,isogroup20371|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup21209,isogroup21209|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup1627,isogroup1627|blue kME=0.4|Associations:(R2=+0.49) response latency.
isogroup7187,isogroup7187|blue kME=0.4|Associations:(R2=+0.49) response latency.
